Cantidad_Total_Productos,Compra_Total,Cantidad_Compras,Total_Subcategorias_Compradas,Q_Productos_Compra,Ticket_Compra,Cluster
3,2348.97,1,1,3.0,2348.97,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
3,3001.3125,1,1,3.0,3001.3125,Cluster 4
1,1000.4375,1,1,1.0,1000.4375,Cluster 4
1,1000.4375,1,1,1.0,1000.4375,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
3,3001.3125,1,1,3.0,3001.3125,Cluster 4
1,1000.4375,1,1,1.0,1000.4375,Cluster 4
3,3001.3125,1,1,3.0,3001.3125,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,1000.4375,1,1,1.0,1000.4375,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
1,1000.4375,1,1,1.0,1000.4375,Cluster 4
3,3001.3125,1,1,3.0,3001.3125,Cluster 4
1,1000.4375,1,1,1.0,1000.4375,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
1,1000.4375,1,1,1.0,1000.4375,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
3,3001.3125,1,1,3.0,3001.3125,Cluster 4
1,1000.4375,1,1,1.0,1000.4375,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
1,1000.4375,1,1,1.0,1000.4375,Cluster 4
3,3001.3125,1,1,3.0,3001.3125,Cluster 4
3,3001.3125,1,1,3.0,3001.3125,Cluster 4
3,3001.3125,1,1,3.0,3001.3125,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
3,3001.3125,1,1,3.0,3001.3125,Cluster 4
3,3001.3125,1,1,3.0,3001.3125,Cluster 4
1,1000.4375,1,1,1.0,1000.4375,Cluster 4
3,3001.3125,1,1,3.0,3001.3125,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
3,3001.3125,1,1,3.0,3001.3125,Cluster 4
3,3001.3125,1,1,3.0,3001.3125,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,1000.4375,1,1,1.0,1000.4375,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
1,1000.4375,1,1,1.0,1000.4375,Cluster 4
1,1000.4375,1,1,1.0,1000.4375,Cluster 4
1,1000.4375,1,1,1.0,1000.4375,Cluster 4
3,3001.3125,1,1,3.0,3001.3125,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
3,3001.3125,1,1,3.0,3001.3125,Cluster 4
1,1000.4375,1,1,1.0,1000.4375,Cluster 4
1,1000.4375,1,1,1.0,1000.4375,Cluster 4
1,1000.4375,1,1,1.0,1000.4375,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
1,1000.4375,1,1,1.0,1000.4375,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,1000.4375,1,1,1.0,1000.4375,Cluster 4
1,1000.4375,1,1,1.0,1000.4375,Cluster 4
1,1000.4375,1,1,1.0,1000.4375,Cluster 4
3,3001.3125,1,1,3.0,3001.3125,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
3,3001.3125,1,1,3.0,3001.3125,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,1000.4375,1,1,1.0,1000.4375,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
3,3001.3125,1,1,3.0,3001.3125,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
3,3001.3125,1,1,3.0,3001.3125,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2181.5625,1,1,1.0,2181.5625,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
1,2443.35,1,1,1.0,2443.35,Cluster 4
3,3001.3125,1,1,3.0,3001.3125,Cluster 4
1,1000.4375,1,1,1.0,1000.4375,Cluster 4
3,3001.3125,1,1,3.0,3001.3125,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
1,1000.4375,1,1,1.0,1000.4375,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
1,1000.4375,1,1,1.0,1000.4375,Cluster 4
3,3001.3125,1,1,3.0,3001.3125,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
2,2000.875,1,1,2.0,2000.875,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,2049.0981,1,1,1.0,2049.0981,Cluster 4
1,2071.4197,1,1,1.0,2071.4197,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
3,2348.97,1,1,3.0,2348.97,Cluster 4
2,1565.98,1,1,2.0,1565.98,Cluster 4
1,782.99,1,1,1.0,782.99,Cluster 4
